Date,State/Union_Territory,Total Dose
27-08-2021,Karnataka,1114652
28-08-2021,Karnataka,706888
29-08-2021,Karnataka,317315
30-08-2021,Karnataka,706020
31-08-2021,Karnataka,660883
01-09-2021,Karnataka,1224998
02-09-2021,Karnataka,400875
03-09-2021,Karnataka,368851
04-09-2021,Karnataka,385999
05-09-2021,Karnataka,206189
06-09-2021,Karnataka,656147
07-09-2021,Karnataka,441379
08-09-2021,Karnataka,751846
09-09-2021,Karnataka,240241
10-09-2021,Karnataka,64035
11-09-2021,Karnataka,291051
12-09-2021,Karnataka,83963
13-09-2021,Karnataka,368016
14-09-2021,Karnataka,318469
15-09-2021,Karnataka,187388
16-09-2021,Karnataka,84893
17-09-2021,Karnataka,3171077
18-09-2021,Karnataka,252156
19-09-2021,Karnataka,76288
20-09-2021,Karnataka,348195
21-09-2021,Karnataka,337847
22-09-2021,Karnataka,1043438
23-09-2021,Karnataka,231759
24-09-2021,Karnataka,348789
25-09-2021,Karnataka,285030
26-09-2021,Karnataka,38063
27-09-2021,Karnataka,299821
28-09-2021,Karnataka,224546
29-09-2021,Karnataka,1067305
30-09-2021,Karnataka,225287
01-10-2021,Karnataka,250364
02-10-2021,Karnataka,216778
03-10-2021,Karnataka,37353
04-10-2021,Karnataka,224868
05-10-2021,Karnataka,253132
06-10-2021,Karnataka,94237
07-10-2021,Karnataka,147264
08-10-2021,Karnataka,940919
09-10-2021,Karnataka,213400
10-10-2021,Karnataka,209089
11-10-2021,Karnataka,442716
12-10-2021,Karnataka,445096
13-10-2021,Karnataka,519986
14-10-2021,Karnataka,113713
15-10-2021,Karnataka,50986
16-10-2021,Karnataka,252589
17-10-2021,Karnataka,45180
18-10-2021,Karnataka,295923
19-10-2021,Karnataka,155784
20-10-2021,Karnataka,211885
21-10-2021,Karnataka,608663
22-10-2021,Karnataka,851219
23-10-2021,Karnataka,280056
24-10-2021,Karnataka,60010
25-10-2021,Karnataka,279769
26-10-2021,Karnataka,231942
27-10-2021,Karnataka,660724
28-10-2021,Karnataka,252455
29-10-2021,Karnataka,303551
30-10-2021,Karnataka,221411
31-10-2021,Karnataka,45389
16-01-2021,Kerala,1681
17-01-2021,Kerala,155
18-01-2021,Kerala,730
19-01-2021,Kerala,2789
20-01-2021,Kerala,43
21-01-2021,Kerala,3777
22-01-2021,Kerala,6326
23-01-2021,Kerala,6443
24-01-2021,Kerala,1380
25-01-2021,Kerala,20237
26-01-2021,Kerala,205
27-01-2021,Kerala,14557
28-01-2021,Kerala,24471
29-01-2021,Kerala,27925
30-01-2021,Kerala,23506
31-01-2021,Kerala,6681
01-02-2021,Kerala,32576
02-02-2021,Kerala,30967
03-02-2021,Kerala,21215
04-02-2021,Kerala,25167
05-02-2021,Kerala,15237
06-02-2021,Kerala,5663
07-02-2021,Kerala,490
08-02-2021,Kerala,15566
09-02-2021,Kerala,14868
10-02-2021,Kerala,4147
11-02-2021,Kerala,7623
12-02-2021,Kerala,12549
13-02-2021,Kerala,11193
14-02-2021,Kerala,2285
15-02-2021,Kerala,16811
16-02-2021,Kerala,25366
17-02-2021,Kerala,10135
18-02-2021,Kerala,8553
19-02-2021,Kerala,31247
20-02-2021,Kerala,12997
21-02-2021,Kerala,378
22-02-2021,Kerala,23694
23-02-2021,Kerala,15120
24-02-2021,Kerala,16490
25-02-2021,Kerala,37124
26-02-2021,Kerala,54966
27-02-2021,Kerala,0
28-02-2021,Kerala,0
01-03-2021,Kerala,0
02-03-2021,Kerala,59866
03-03-2021,Kerala,38659
04-03-2021,Kerala,83080
05-03-2021,Kerala,81259
06-03-2021,Kerala,86974
07-03-2021,Kerala,13156
08-03-2021,Kerala,82443
09-03-2021,Kerala,-120420
10-03-2021,Kerala,36531
11-03-2021,Kerala,37273
12-03-2021,Kerala,85213
13-03-2021,Kerala,46189
14-03-2021,Kerala,4289
15-03-2021,Kerala,85241
16-03-2021,Kerala,287387
17-03-2021,Kerala,516230
18-03-2021,Kerala,148949
19-03-2021,Kerala,132803
20-03-2021,Kerala,120476
21-03-2021,Kerala,7896
22-03-2021,Kerala,137222
23-03-2021,Kerala,148663
24-03-2021,Kerala,63443
25-03-2021,Kerala,163087
26-03-2021,Kerala,131110
27-03-2021,Kerala,117716
28-03-2021,Kerala,11591
29-03-2021,Kerala,153382
30-03-2021,Kerala,157166
31-03-2021,Kerala,64650
01-04-2021,Kerala,78957
02-04-2021,Kerala,68085
03-04-2021,Kerala,116584
04-04-2021,Kerala,49848
05-04-2021,Kerala,116886
06-04-2021,Kerala,37127
07-04-2021,Kerala,98343
08-04-2021,Kerala,216261
09-04-2021,Kerala,218631
10-04-2021,Kerala,188171
11-04-2021,Kerala,66916
12-04-2021,Kerala,267349
13-04-2021,Kerala,169158
14-04-2021,Kerala,20313
15-04-2021,Kerala,209067
16-04-2021,Kerala,183561
17-04-2021,Kerala,152434
18-04-2021,Kerala,37684
19-04-2021,Kerala,156100
20-04-2021,Kerala,217283
21-04-2021,Kerala,109985
22-04-2021,Kerala,149434
23-04-2021,Kerala,125354
24-04-2021,Kerala,199367
25-04-2021,Kerala,19320
26-04-2021,Kerala,144043
27-04-2021,Kerala,115824
28-04-2021,Kerala,37141
29-04-2021,Kerala,85094
30-04-2021,Kerala,147757
01-05-2021,Kerala,48482
02-05-2021,Kerala,760
03-05-2021,Kerala,85278
04-05-2021,Kerala,65850
05-05-2021,Kerala,23180
06-05-2021,Kerala,104801
07-05-2021,Kerala,163984
08-05-2021,Kerala,82714
09-05-2021,Kerala,573
10-05-2021,Kerala,114144
11-05-2021,Kerala,74589
12-05-2021,Kerala,44217
13-05-2021,Kerala,27455
14-05-2021,Kerala,46851
15-05-2021,Kerala,158028
16-05-2021,Kerala,33640
17-05-2021,Kerala,68372
18-05-2021,Kerala,53715
19-05-2021,Kerala,17535
20-05-2021,Kerala,8305
21-05-2021,Kerala,15543
22-05-2021,Kerala,29331
23-05-2021,Kerala,5956
24-05-2021,Kerala,53394
25-05-2021,Kerala,55875
26-05-2021,Kerala,30475
27-05-2021,Kerala,114115
28-05-2021,Kerala,152218
29-05-2021,Kerala,159057
30-05-2021,Kerala,26085
31-05-2021,Kerala,172267
01-06-2021,Kerala,169837
02-06-2021,Kerala,105689
03-06-2021,Kerala,161039
04-06-2021,Kerala,176339
05-06-2021,Kerala,188336
06-06-2021,Kerala,55168
07-06-2021,Kerala,202918
08-06-2021,Kerala,218959
09-06-2021,Kerala,140097
10-06-2021,Kerala,150934
11-06-2021,Kerala,119780
12-06-2021,Kerala,78536
13-06-2021,Kerala,48474
14-06-2021,Kerala,192306
15-06-2021,Kerala,213281
16-06-2021,Kerala,111520
17-06-2021,Kerala,148490
18-06-2021,Kerala,100885
19-06-2021,Kerala,106891
20-06-2021,Kerala,58347
21-06-2021,Kerala,269653
22-06-2021,Kerala,237734
23-06-2021,Kerala,168545
24-06-2021,Kerala,224159
25-06-2021,Kerala,242385
26-06-2021,Kerala,179313
27-06-2021,Kerala,52540
28-06-2021,Kerala,212773
29-06-2021,Kerala,199994
30-06-2021,Kerala,147081
01-07-2021,Kerala,146970
02-07-2021,Kerala,288881
03-07-2021,Kerala,232961
04-07-2021,Kerala,25914
05-07-2021,Kerala,156549
06-07-2021,Kerala,115315
07-07-2021,Kerala,58269
08-07-2021,Kerala,100829
09-07-2021,Kerala,191182
10-07-2021,Kerala,254632
11-07-2021,Kerala,33746
12-07-2021,Kerala,210296
13-07-2021,Kerala,148588
14-07-2021,Kerala,146403
15-07-2021,Kerala,153995
16-07-2021,Kerala,125734
17-07-2021,Kerala,164495
18-07-2021,Kerala,53808
19-07-2021,Kerala,354391
20-07-2021,Kerala,270710
21-07-2021,Kerala,98558
22-07-2021,Kerala,281365
23-07-2021,Kerala,266970
24-07-2021,Kerala,487919
25-07-2021,Kerala,130053
26-07-2021,Kerala,217521
27-07-2021,Kerala,131130
28-07-2021,Kerala,67060
29-07-2021,Kerala,261204
30-07-2021,Kerala,510692
31-07-2021,Kerala,383234
01-08-2021,Kerala,204396
02-08-2021,Kerala,350727
03-08-2021,Kerala,287850
04-08-2021,Kerala,106390
05-08-2021,Kerala,188906
06-08-2021,Kerala,257027
07-08-2021,Kerala,222033
08-08-2021,Kerala,60898
09-08-2021,Kerala,254404
10-08-2021,Kerala,102103
11-08-2021,Kerala,243954
12-08-2021,Kerala,407590
13-08-2021,Kerala,558318
14-08-2021,Kerala,529808
15-08-2021,Kerala,332046
16-08-2021,Kerala,349122
17-08-2021,Kerala,346026
18-08-2021,Kerala,284562
19-08-2021,Kerala,284479
20-08-2021,Kerala,171631
21-08-2021,Kerala,25362
22-08-2021,Kerala,96024
23-08-2021,Kerala,442330
24-08-2021,Kerala,325099
25-08-2021,Kerala,416725
26-08-2021,Kerala,252012
27-08-2021,Kerala,486717
28-08-2021,Kerala,198962
29-08-2021,Kerala,201787
30-08-2021,Kerala,482494
31-08-2021,Kerala,457134
01-09-2021,Kerala,188965
02-09-2021,Kerala,142258
03-09-2021,Kerala,120319
04-09-2021,Kerala,71913
05-09-2021,Kerala,20630
06-09-2021,Kerala,23438
07-09-2021,Kerala,774297
08-09-2021,Kerala,230376
09-09-2021,Kerala,103483
10-09-2021,Kerala,664892
11-09-2021,Kerala,243462
12-09-2021,Kerala,42385
13-09-2021,Kerala,114822
14-09-2021,Kerala,41607
15-09-2021,Kerala,489418
16-09-2021,Kerala,539035
17-09-2021,Kerala,562495
18-09-2021,Kerala,125138
19-09-2021,Kerala,50058
20-09-2021,Kerala,341042
21-09-2021,Kerala,235316
22-09-2021,Kerala,215596
23-09-2021,Kerala,239933
24-09-2021,Kerala,197180
25-09-2021,Kerala,194402
26-09-2021,Kerala,47497
27-09-2021,Kerala,62889
28-09-2021,Kerala,197505
29-09-2021,Kerala,132476
30-09-2021,Kerala,134038
01-10-2021,Kerala,131088
02-10-2021,Kerala,97167
03-10-2021,Kerala,10137
04-10-2021,Kerala,180349
05-10-2021,Kerala,148538
06-10-2021,Kerala,92449
07-10-2021,Kerala,138542
08-10-2021,Kerala,115265
09-10-2021,Kerala,52722
10-10-2021,Kerala,13879
11-10-2021,Kerala,143337
12-10-2021,Kerala,134144
13-10-2021,Kerala,72894
14-10-2021,Kerala,48835
15-10-2021,Kerala,43439
16-10-2021,Kerala,176001
17-10-2021,Kerala,13067
18-10-2021,Kerala,170738
19-10-2021,Kerala,58581
20-10-2021,Kerala,87820
21-10-2021,Kerala,149944
22-10-2021,Kerala,167353
23-10-2021,Kerala,159670
24-10-2021,Kerala,17656
25-10-2021,Kerala,161119
26-10-2021,Kerala,204625
27-10-2021,Kerala,63864
28-10-2021,Kerala,136140
29-10-2021,Kerala,152706
30-10-2021,Kerala,169778
31-10-2021,Kerala,14108
16-01-2021,Ladakh,9
17-01-2021,Ladakh,0
18-01-2021,Ladakh,55
19-01-2021,Ladakh,0
20-01-2021,Ladakh,2
21-01-2021,Ladakh,0
22-01-2021,Ladakh,98
23-01-2021,Ladakh,166
24-01-2021,Ladakh,7
25-01-2021,Ladakh,124
26-01-2021,Ladakh,0
27-01-2021,Ladakh,181
28-01-2021,Ladakh,10
29-01-2021,Ladakh,171
30-01-2021,Ladakh,136
31-01-2021,Ladakh,0
01-02-2021,Ladakh,106
02-02-2021,Ladakh,0
03-02-2021,Ladakh,277
04-02-2021,Ladakh,0
05-02-2021,Ladakh,236
06-02-2021,Ladakh,239
07-02-2021,Ladakh,0
08-02-2021,Ladakh,247
09-02-2021,Ladakh,94
10-02-2021,Ladakh,221
11-02-2021,Ladakh,218
12-02-2021,Ladakh,98
13-02-2021,Ladakh,207
14-02-2021,Ladakh,0
15-02-2021,Ladakh,112
16-02-2021,Ladakh,588
17-02-2021,Ladakh,560
18-02-2021,Ladakh,410
19-02-2021,Ladakh,959
20-02-2021,Ladakh,852
21-02-2021,Ladakh,238
22-02-2021,Ladakh,839
23-02-2021,Ladakh,972
24-02-2021,Ladakh,811
25-02-2021,Ladakh,491
26-02-2021,Ladakh,607
27-02-2021,Ladakh,0
28-02-2021,Ladakh,0
01-03-2021,Ladakh,0
02-03-2021,Ladakh,789
03-03-2021,Ladakh,1075
04-03-2021,Ladakh,843
05-03-2021,Ladakh,1091
06-03-2021,Ladakh,2226
07-03-2021,Ladakh,0
08-03-2021,Ladakh,2731
09-03-2021,Ladakh,1359
10-03-2021,Ladakh,3129
11-03-2021,Ladakh,3011
12-03-2021,Ladakh,2620
13-03-2021,Ladakh,2600
14-03-2021,Ladakh,570
15-03-2021,Ladakh,2298
16-03-2021,Ladakh,4243
17-03-2021,Ladakh,1800
18-03-2021,Ladakh,1307
19-03-2021,Ladakh,1156
20-03-2021,Ladakh,980
21-03-2021,Ladakh,65
22-03-2021,Ladakh,901
23-03-2021,Ladakh,679
24-03-2021,Ladakh,279
25-03-2021,Ladakh,168
26-03-2021,Ladakh,200
27-03-2021,Ladakh,129
28-03-2021,Ladakh,-1
29-03-2021,Ladakh,-1
30-03-2021,Ladakh,57
31-03-2021,Ladakh,227
01-04-2021,Ladakh,3490
02-04-2021,Ladakh,5269
03-04-2021,Ladakh,3707
04-04-2021,Ladakh,2876
05-04-2021,Ladakh,2875
06-04-2021,Ladakh,1524
07-04-2021,Ladakh,2778
08-04-2021,Ladakh,1868
09-04-2021,Ladakh,701
10-04-2021,Ladakh,471
11-04-2021,Ladakh,966
12-04-2021,Ladakh,1211
13-04-2021,Ladakh,711
14-04-2021,Ladakh,586
15-04-2021,Ladakh,565
16-04-2021,Ladakh,498
17-04-2021,Ladakh,851
18-04-2021,Ladakh,38
19-04-2021,Ladakh,2738
20-04-2021,Ladakh,4042
21-04-2021,Ladakh,3775
22-04-2021,Ladakh,2898
23-04-2021,Ladakh,3006
24-04-2021,Ladakh,2223
25-04-2021,Ladakh,417
26-04-2021,Ladakh,3947
27-04-2021,Ladakh,2814
28-04-2021,Ladakh,2091
29-04-2021,Ladakh,1597
30-04-2021,Ladakh,761
01-05-2021,Ladakh,1276
02-05-2021,Ladakh,254
03-05-2021,Ladakh,1374
04-05-2021,Ladakh,1833
05-05-2021,Ladakh,2258
06-05-2021,Ladakh,2072
07-05-2021,Ladakh,1066
08-05-2021,Ladakh,1221
09-05-2021,Ladakh,141
10-05-2021,Ladakh,1174
11-05-2021,Ladakh,694
12-05-2021,Ladakh,689
13-05-2021,Ladakh,582
14-05-2021,Ladakh,0
15-05-2021,Ladakh,1097
16-05-2021,Ladakh,0
17-05-2021,Ladakh,859
18-05-2021,Ladakh,991
19-05-2021,Ladakh,1227
20-05-2021,Ladakh,1349
21-05-2021,Ladakh,2009
22-05-2021,Ladakh,1732
23-05-2021,Ladakh,73
24-05-2021,Ladakh,1930
25-05-2021,Ladakh,2227
26-05-2021,Ladakh,2160
27-05-2021,Ladakh,5867
28-05-2021,Ladakh,5771
29-05-2021,Ladakh,4023
30-05-2021,Ladakh,20
31-05-2021,Ladakh,5361
01-06-2021,Ladakh,4659
02-06-2021,Ladakh,3779
03-06-2021,Ladakh,3461
04-06-2021,Ladakh,3504
05-06-2021,Ladakh,2779
06-06-2021,Ladakh,3
07-06-2021,Ladakh,2588
08-06-2021,Ladakh,1445
09-06-2021,Ladakh,1662
10-06-2021,Ladakh,2298
11-06-2021,Ladakh,3469
12-06-2021,Ladakh,1920
13-06-2021,Ladakh,3
14-06-2021,Ladakh,1365
15-06-2021,Ladakh,899
16-06-2021,Ladakh,1171
17-06-2021,Ladakh,2216
18-06-2021,Ladakh,1438
19-06-2021,Ladakh,1131
20-06-2021,Ladakh,0
21-06-2021,Ladakh,1420
22-06-2021,Ladakh,1623
23-06-2021,Ladakh,1396
24-06-2021,Ladakh,3267
25-06-2021,Ladakh,4528
26-06-2021,Ladakh,4444
27-06-2021,Ladakh,652
28-06-2021,Ladakh,4373
29-06-2021,Ladakh,3641
30-06-2021,Ladakh,2171
01-07-2021,Ladakh,2008
02-07-2021,Ladakh,1278
03-07-2021,Ladakh,2046
04-07-2021,Ladakh,662
05-07-2021,Ladakh,2632
06-07-2021,Ladakh,2028
07-07-2021,Ladakh,850
08-07-2021,Ladakh,1284
09-07-2021,Ladakh,1229
10-07-2021,Ladakh,1297
11-07-2021,Ladakh,430
12-07-2021,Ladakh,1011
13-07-2021,Ladakh,726
14-07-2021,Ladakh,1785
15-07-2021,Ladakh,476
16-07-2021,Ladakh,233
17-07-2021,Ladakh,363
18-07-2021,Ladakh,60
19-07-2021,Ladakh,328
20-07-2021,Ladakh,297
21-07-2021,Ladakh,0
22-07-2021,Ladakh,495
23-07-2021,Ladakh,366
24-07-2021,Ladakh,356
25-07-2021,Ladakh,0
26-07-2021,Ladakh,686
27-07-2021,Ladakh,1041
28-07-2021,Ladakh,1335
29-07-2021,Ladakh,754
30-07-2021,Ladakh,1067
31-07-2021,Ladakh,803
01-08-2021,Ladakh,320
02-08-2021,Ladakh,691
03-08-2021,Ladakh,463
04-08-2021,Ladakh,420
05-08-2021,Ladakh,419
06-08-2021,Ladakh,511
07-08-2021,Ladakh,834
08-08-2021,Ladakh,0
09-08-2021,Ladakh,651
10-08-2021,Ladakh,612
11-08-2021,Ladakh,671
12-08-2021,Ladakh,612
13-08-2021,Ladakh,662
14-08-2021,Ladakh,767
15-08-2021,Ladakh,7
16-08-2021,Ladakh,906
17-08-2021,Ladakh,756
18-08-2021,Ladakh,903
19-08-2021,Ladakh,623
20-08-2021,Ladakh,227
21-08-2021,Ladakh,1708
22-08-2021,Ladakh,5
23-08-2021,Ladakh,3181
24-08-2021,Ladakh,5030
25-08-2021,Ladakh,3869
26-08-2021,Ladakh,3724
27-08-2021,Ladakh,2770
28-08-2021,Ladakh,3113
29-08-2021,Ladakh,260
30-08-2021,Ladakh,3266
31-08-2021,Ladakh,2968
01-09-2021,Ladakh,2478
02-09-2021,Ladakh,2898
03-09-2021,Ladakh,2749
04-09-2021,Ladakh,2384
05-09-2021,Ladakh,57
06-09-2021,Ladakh,2317
07-09-2021,Ladakh,2125
08-09-2021,Ladakh,1866
09-09-2021,Ladakh,1772
10-09-2021,Ladakh,1658
11-09-2021,Ladakh,1450
12-09-2021,Ladakh,0
13-09-2021,Ladakh,2252
14-09-2021,Ladakh,2141
15-09-2021,Ladakh,1813
16-09-2021,Ladakh,2480
17-09-2021,Ladakh,2195
18-09-2021,Ladakh,684
19-09-2021,Ladakh,0
20-09-2021,Ladakh,1487
21-09-2021,Ladakh,1557
22-09-2021,Ladakh,1485
23-09-2021,Ladakh,1332
24-09-2021,Ladakh,1161
25-09-2021,Ladakh,969
26-09-2021,Ladakh,5
27-09-2021,Ladakh,1067
28-09-2021,Ladakh,1355
29-09-2021,Ladakh,2063
30-09-2021,Ladakh,1749
01-10-2021,Ladakh,961
02-10-2021,Ladakh,132
03-10-2021,Ladakh,0
04-10-2021,Ladakh,1319
05-10-2021,Ladakh,999
06-10-2021,Ladakh,893
07-10-2021,Ladakh,1115
08-10-2021,Ladakh,1373
09-10-2021,Ladakh,811
10-10-2021,Ladakh,20
11-10-2021,Ladakh,582
12-10-2021,Ladakh,962
13-10-2021,Ladakh,1023
14-10-2021,Ladakh,564
15-10-2021,Ladakh,40
16-10-2021,Ladakh,676
17-10-2021,Ladakh,3
18-10-2021,Ladakh,813
19-10-2021,Ladakh,23
20-10-2021,Ladakh,619
21-10-2021,Ladakh,399
22-10-2021,Ladakh,1175
23-10-2021,Ladakh,1292
24-10-2021,Ladakh,1
25-10-2021,Ladakh,492
26-10-2021,Ladakh,382
27-10-2021,Ladakh,296
28-10-2021,Ladakh,314
29-10-2021,Ladakh,253
30-10-2021,Ladakh,318
31-10-2021,Ladakh,3
16-01-2021,Lakshadweep,16
17-01-2021,Lakshadweep,1
18-01-2021,Lakshadweep,220
19-01-2021,Lakshadweep,385
20-01-2021,Lakshadweep,7
21-01-2021,Lakshadweep,95
22-01-2021,Lakshadweep,10
23-01-2021,Lakshadweep,0
24-01-2021,Lakshadweep,15
25-01-2021,Lakshadweep,3
26-01-2021,Lakshadweep,0
27-01-2021,Lakshadweep,13
28-01-2021,Lakshadweep,25
29-01-2021,Lakshadweep,17
30-01-2021,Lakshadweep,0
31-01-2021,Lakshadweep,0
01-02-2021,Lakshadweep,0
02-02-2021,Lakshadweep,0
03-02-2021,Lakshadweep,0
04-02-2021,Lakshadweep,0
05-02-2021,Lakshadweep,18
06-02-2021,Lakshadweep,8
07-02-2021,Lakshadweep,0
08-02-2021,Lakshadweep,6
09-02-2021,Lakshadweep,30
10-02-2021,Lakshadweep,443
11-02-2021,Lakshadweep,32
12-02-2021,Lakshadweep,231
13-02-2021,Lakshadweep,0
14-02-2021,Lakshadweep,0
15-02-2021,Lakshadweep,0
16-02-2021,Lakshadweep,38
17-02-2021,Lakshadweep,0
18-02-2021,Lakshadweep,61
19-02-2021,Lakshadweep,96
20-02-2021,Lakshadweep,0
21-02-2021,Lakshadweep,0
22-02-2021,Lakshadweep,60
23-02-2021,Lakshadweep,47
24-02-2021,Lakshadweep,25
25-02-2021,Lakshadweep,27
26-02-2021,Lakshadweep,2
27-02-2021,Lakshadweep,0
28-02-2021,Lakshadweep,0
01-03-2021,Lakshadweep,0
02-03-2021,Lakshadweep,0
03-03-2021,Lakshadweep,0
04-03-2021,Lakshadweep,0
05-03-2021,Lakshadweep,51
06-03-2021,Lakshadweep,96
07-03-2021,Lakshadweep,0
08-03-2021,Lakshadweep,232
09-03-2021,Lakshadweep,-643
10-03-2021,Lakshadweep,187
11-03-2021,Lakshadweep,202
12-03-2021,Lakshadweep,219
13-03-2021,Lakshadweep,235
14-03-2021,Lakshadweep,31
15-03-2021,Lakshadweep,176
16-03-2021,Lakshadweep,1143
17-03-2021,Lakshadweep,695
18-03-2021,Lakshadweep,349
19-03-2021,Lakshadweep,184
20-03-2021,Lakshadweep,299
21-03-2021,Lakshadweep,7
22-03-2021,Lakshadweep,127
23-03-2021,Lakshadweep,186
24-03-2021,Lakshadweep,119
25-03-2021,Lakshadweep,75
26-03-2021,Lakshadweep,152
27-03-2021,Lakshadweep,213
28-03-2021,Lakshadweep,67
29-03-2021,Lakshadweep,0
30-03-2021,Lakshadweep,219
31-03-2021,Lakshadweep,272
01-04-2021,Lakshadweep,129
02-04-2021,Lakshadweep,215
03-04-2021,Lakshadweep,231
04-04-2021,Lakshadweep,347
05-04-2021,Lakshadweep,247
06-04-2021,Lakshadweep,441
07-04-2021,Lakshadweep,1050
08-04-2021,Lakshadweep,1137
09-04-2021,Lakshadweep,906
10-04-2021,Lakshadweep,1180
11-04-2021,Lakshadweep,516
12-04-2021,Lakshadweep,568
13-04-2021,Lakshadweep,598
14-04-2021,Lakshadweep,886
15-04-2021,Lakshadweep,778
16-04-2021,Lakshadweep,393
17-04-2021,Lakshadweep,699
18-04-2021,Lakshadweep,868
19-04-2021,Lakshadweep,426
20-04-2021,Lakshadweep,455
21-04-2021,Lakshadweep,856
22-04-2021,Lakshadweep,390
23-04-2021,Lakshadweep,404
24-04-2021,Lakshadweep,478
25-04-2021,Lakshadweep,341
26-04-2021,Lakshadweep,369
27-04-2021,Lakshadweep,196
28-04-2021,Lakshadweep,162
29-04-2021,Lakshadweep,320
30-04-2021,Lakshadweep,614
01-05-2021,Lakshadweep,420
02-05-2021,Lakshadweep,190
03-05-2021,Lakshadweep,274
04-05-2021,Lakshadweep,318
05-05-2021,Lakshadweep,540
06-05-2021,Lakshadweep,274
07-05-2021,Lakshadweep,356
08-05-2021,Lakshadweep,297
09-05-2021,Lakshadweep,250
10-05-2021,Lakshadweep,546
11-05-2021,Lakshadweep,883
12-05-2021,Lakshadweep,730
13-05-2021,Lakshadweep,127
14-05-2021,Lakshadweep,12
15-05-2021,Lakshadweep,17
16-05-2021,Lakshadweep,24
17-05-2021,Lakshadweep,108
18-05-2021,Lakshadweep,313
19-05-2021,Lakshadweep,240
20-05-2021,Lakshadweep,96
21-05-2021,Lakshadweep,493
22-05-2021,Lakshadweep,495
23-05-2021,Lakshadweep,928
24-05-2021,Lakshadweep,322
25-05-2021,Lakshadweep,42
26-05-2021,Lakshadweep,62
27-05-2021,Lakshadweep,44
28-05-2021,Lakshadweep,243
29-05-2021,Lakshadweep,468
30-05-2021,Lakshadweep,682
31-05-2021,Lakshadweep,818
01-06-2021,Lakshadweep,803
02-06-2021,Lakshadweep,728
03-06-2021,Lakshadweep,1039
04-06-2021,Lakshadweep,1136
05-06-2021,Lakshadweep,952
06-06-2021,Lakshadweep,777
07-06-2021,Lakshadweep,1230
08-06-2021,Lakshadweep,1154
09-06-2021,Lakshadweep,1210
10-06-2021,Lakshadweep,900
11-06-2021,Lakshadweep,1189
12-06-2021,Lakshadweep,1329
13-06-2021,Lakshadweep,726
14-06-2021,Lakshadweep,1007
15-06-2021,Lakshadweep,783
16-06-2021,Lakshadweep,1305
17-06-2021,Lakshadweep,430
18-06-2021,Lakshadweep,439
19-06-2021,Lakshadweep,511
20-06-2021,Lakshadweep,223
21-06-2021,Lakshadweep,494
22-06-2021,Lakshadweep,458
23-06-2021,Lakshadweep,370
24-06-2021,Lakshadweep,321
25-06-2021,Lakshadweep,283
26-06-2021,Lakshadweep,303
27-06-2021,Lakshadweep,119
28-06-2021,Lakshadweep,283
29-06-2021,Lakshadweep,524
30-06-2021,Lakshadweep,38
01-07-2021,Lakshadweep,228
02-07-2021,Lakshadweep,366
03-07-2021,Lakshadweep,338
04-07-2021,Lakshadweep,42
05-07-2021,Lakshadweep,532
06-07-2021,Lakshadweep,549
07-07-2021,Lakshadweep,569
08-07-2021,Lakshadweep,520
09-07-2021,Lakshadweep,441
10-07-2021,Lakshadweep,321
11-07-2021,Lakshadweep,128
12-07-2021,Lakshadweep,347
13-07-2021,Lakshadweep,576
14-07-2021,Lakshadweep,911
15-07-2021,Lakshadweep,576
16-07-2021,Lakshadweep,493
17-07-2021,Lakshadweep,319
18-07-2021,Lakshadweep,65
19-07-2021,Lakshadweep,325
20-07-2021,Lakshadweep,369
21-07-2021,Lakshadweep,274
22-07-2021,Lakshadweep,104
23-07-2021,Lakshadweep,465
24-07-2021,Lakshadweep,522
25-07-2021,Lakshadweep,36
26-07-2021,Lakshadweep,386
27-07-2021,Lakshadweep,558
28-07-2021,Lakshadweep,358
29-07-2021,Lakshadweep,289
30-07-2021,Lakshadweep,281
31-07-2021,Lakshadweep,221
01-08-2021,Lakshadweep,197
02-08-2021,Lakshadweep,236
03-08-2021,Lakshadweep,120
04-08-2021,Lakshadweep,270
05-08-2021,Lakshadweep,221
06-08-2021,Lakshadweep,238
07-08-2021,Lakshadweep,221
08-08-2021,Lakshadweep,201
09-08-2021,Lakshadweep,382
10-08-2021,Lakshadweep,294
11-08-2021,Lakshadweep,347
12-08-2021,Lakshadweep,156
13-08-2021,Lakshadweep,168
14-08-2021,Lakshadweep,293
15-08-2021,Lakshadweep,18
16-08-2021,Lakshadweep,340
17-08-2021,Lakshadweep,306
18-08-2021,Lakshadweep,409
19-08-2021,Lakshadweep,276
20-08-2021,Lakshadweep,155
21-08-2021,Lakshadweep,111
22-08-2021,Lakshadweep,259
23-08-2021,Lakshadweep,488
24-08-2021,Lakshadweep,445
25-08-2021,Lakshadweep,584
26-08-2021,Lakshadweep,707
27-08-2021,Lakshadweep,658
28-08-2021,Lakshadweep,657
29-08-2021,Lakshadweep,682
30-08-2021,Lakshadweep,243
31-08-2021,Lakshadweep,520
01-09-2021,Lakshadweep,583
02-09-2021,Lakshadweep,679
03-09-2021,Lakshadweep,735
04-09-2021,Lakshadweep,466
05-09-2021,Lakshadweep,200
06-09-2021,Lakshadweep,872
07-09-2021,Lakshadweep,632
08-09-2021,Lakshadweep,1212
09-09-2021,Lakshadweep,1013
10-09-2021,Lakshadweep,851
11-09-2021,Lakshadweep,1536
12-09-2021,Lakshadweep,1616
13-09-2021,Lakshadweep,1036
