Date,State/Union_Territory,Total Dose
03-03-2021,Sikkim,1611
04-03-2021,Sikkim,2020
05-03-2021,Sikkim,2824
06-03-2021,Sikkim,2031
07-03-2021,Sikkim,0
08-03-2021,Sikkim,3561
09-03-2021,Sikkim,-2123
10-03-2021,Sikkim,3714
11-03-2021,Sikkim,3732
12-03-2021,Sikkim,2735
13-03-2021,Sikkim,255
14-03-2021,Sikkim,0
15-03-2021,Sikkim,2856
16-03-2021,Sikkim,6747
17-03-2021,Sikkim,3677
18-03-2021,Sikkim,2681
19-03-2021,Sikkim,2577
20-03-2021,Sikkim,1760
21-03-2021,Sikkim,67
22-03-2021,Sikkim,2779
23-03-2021,Sikkim,2786
24-03-2021,Sikkim,2007
25-03-2021,Sikkim,1736
26-03-2021,Sikkim,1764
27-03-2021,Sikkim,26
28-03-2021,Sikkim,1
29-03-2021,Sikkim,0
30-03-2021,Sikkim,937
31-03-2021,Sikkim,439
01-04-2021,Sikkim,3123
02-04-2021,Sikkim,979
03-04-2021,Sikkim,587
04-04-2021,Sikkim,312
05-04-2021,Sikkim,2867
06-04-2021,Sikkim,3688
07-04-2021,Sikkim,8679
08-04-2021,Sikkim,10047
09-04-2021,Sikkim,7941
10-04-2021,Sikkim,2787
11-04-2021,Sikkim,1970
12-04-2021,Sikkim,8660
13-04-2021,Sikkim,9624
14-04-2021,Sikkim,6322
15-04-2021,Sikkim,6778
16-04-2021,Sikkim,6686
17-04-2021,Sikkim,4882
18-04-2021,Sikkim,935
19-04-2021,Sikkim,5551
20-04-2021,Sikkim,4514
21-04-2021,Sikkim,1342
22-04-2021,Sikkim,4697
23-04-2021,Sikkim,5459
24-04-2021,Sikkim,2828
25-04-2021,Sikkim,446
26-04-2021,Sikkim,4058
27-04-2021,Sikkim,3881
28-04-2021,Sikkim,3085
29-04-2021,Sikkim,3667
30-04-2021,Sikkim,3380
01-05-2021,Sikkim,994
02-05-2021,Sikkim,30
03-05-2021,Sikkim,2764
04-05-2021,Sikkim,2527
05-05-2021,Sikkim,2407
06-05-2021,Sikkim,2768
07-05-2021,Sikkim,2912
08-05-2021,Sikkim,773
09-05-2021,Sikkim,171
10-05-2021,Sikkim,1936
11-05-2021,Sikkim,1200
12-05-2021,Sikkim,706
13-05-2021,Sikkim,1830
14-05-2021,Sikkim,718
15-05-2021,Sikkim,92
16-05-2021,Sikkim,362
17-05-2021,Sikkim,735
18-05-2021,Sikkim,731
19-05-2021,Sikkim,1485
20-05-2021,Sikkim,1873
21-05-2021,Sikkim,1738
22-05-2021,Sikkim,1585
23-05-2021,Sikkim,0
24-05-2021,Sikkim,1290
25-05-2021,Sikkim,1281
26-05-2021,Sikkim,1085
27-05-2021,Sikkim,756
28-05-2021,Sikkim,113
29-05-2021,Sikkim,63
30-05-2021,Sikkim,0
31-05-2021,Sikkim,92
01-06-2021,Sikkim,60
02-06-2021,Sikkim,131
03-06-2021,Sikkim,181
04-06-2021,Sikkim,193
05-06-2021,Sikkim,80
06-06-2021,Sikkim,151
07-06-2021,Sikkim,257
08-06-2021,Sikkim,675
09-06-2021,Sikkim,3643
10-06-2021,Sikkim,7992
11-06-2021,Sikkim,12622
12-06-2021,Sikkim,8421
13-06-2021,Sikkim,178
14-06-2021,Sikkim,12895
15-06-2021,Sikkim,15911
16-06-2021,Sikkim,14962
17-06-2021,Sikkim,14492
18-06-2021,Sikkim,15564
19-06-2021,Sikkim,11242
20-06-2021,Sikkim,802
21-06-2021,Sikkim,11968
22-06-2021,Sikkim,13928
23-06-2021,Sikkim,11851
24-06-2021,Sikkim,12813
25-06-2021,Sikkim,13568
26-06-2021,Sikkim,9568
27-06-2021,Sikkim,5
28-06-2021,Sikkim,15634
29-06-2021,Sikkim,13684
30-06-2021,Sikkim,11356
01-07-2021,Sikkim,9660
02-07-2021,Sikkim,10064
03-07-2021,Sikkim,8044
04-07-2021,Sikkim,2
05-07-2021,Sikkim,13668
06-07-2021,Sikkim,12222
07-07-2021,Sikkim,9997
08-07-2021,Sikkim,9308
09-07-2021,Sikkim,9325
10-07-2021,Sikkim,4487
11-07-2021,Sikkim,0
12-07-2021,Sikkim,9658
13-07-2021,Sikkim,1964
14-07-2021,Sikkim,4415
15-07-2021,Sikkim,9459
16-07-2021,Sikkim,9893
17-07-2021,Sikkim,4506
18-07-2021,Sikkim,134
19-07-2021,Sikkim,2085
20-07-2021,Sikkim,7483
21-07-2021,Sikkim,4974
22-07-2021,Sikkim,4551
23-07-2021,Sikkim,5290
24-07-2021,Sikkim,1546
25-07-2021,Sikkim,0
26-07-2021,Sikkim,3471
27-07-2021,Sikkim,2672
28-07-2021,Sikkim,1239
29-07-2021,Sikkim,1862
30-07-2021,Sikkim,2161
31-07-2021,Sikkim,786
01-08-2021,Sikkim,591
02-08-2021,Sikkim,2849
03-08-2021,Sikkim,1400
04-08-2021,Sikkim,1186
05-08-2021,Sikkim,1458
06-08-2021,Sikkim,1320
07-08-2021,Sikkim,357
08-08-2021,Sikkim,0
09-08-2021,Sikkim,1492
10-08-2021,Sikkim,1763
11-08-2021,Sikkim,2174
12-08-2021,Sikkim,1757
13-08-2021,Sikkim,2369
14-08-2021,Sikkim,1419
15-08-2021,Sikkim,0
16-08-2021,Sikkim,2262
17-08-2021,Sikkim,2003
18-08-2021,Sikkim,1501
19-08-2021,Sikkim,1319
20-08-2021,Sikkim,1448
21-08-2021,Sikkim,594
22-08-2021,Sikkim,0
23-08-2021,Sikkim,1163
24-08-2021,Sikkim,610
25-08-2021,Sikkim,569
26-08-2021,Sikkim,786
27-08-2021,Sikkim,789
28-08-2021,Sikkim,471
29-08-2021,Sikkim,30
30-08-2021,Sikkim,242
31-08-2021,Sikkim,1080
01-09-2021,Sikkim,1030
02-09-2021,Sikkim,3893
03-09-2021,Sikkim,7578
04-09-2021,Sikkim,6641
05-09-2021,Sikkim,11
06-09-2021,Sikkim,9474
07-09-2021,Sikkim,8975
08-09-2021,Sikkim,10943
09-09-2021,Sikkim,2748
10-09-2021,Sikkim,15429
11-09-2021,Sikkim,3469
12-09-2021,Sikkim,319
13-09-2021,Sikkim,16753
14-09-2021,Sikkim,15030
15-09-2021,Sikkim,11827
16-09-2021,Sikkim,12798
17-09-2021,Sikkim,17609
18-09-2021,Sikkim,5578
19-09-2021,Sikkim,0
20-09-2021,Sikkim,3134
21-09-2021,Sikkim,14623
22-09-2021,Sikkim,13572
23-09-2021,Sikkim,13131
24-09-2021,Sikkim,11127
25-09-2021,Sikkim,3609
26-09-2021,Sikkim,203
27-09-2021,Sikkim,6979
28-09-2021,Sikkim,6613
29-09-2021,Sikkim,5617
30-09-2021,Sikkim,6222
01-10-2021,Sikkim,3652
02-10-2021,Sikkim,1181
03-10-2021,Sikkim,0
04-10-2021,Sikkim,4539
05-10-2021,Sikkim,1756
06-10-2021,Sikkim,4330
07-10-2021,Sikkim,5381
08-10-2021,Sikkim,4387
09-10-2021,Sikkim,2469
10-10-2021,Sikkim,0
11-10-2021,Sikkim,2707
12-10-2021,Sikkim,1861
13-10-2021,Sikkim,314
14-10-2021,Sikkim,190
15-10-2021,Sikkim,124
16-10-2021,Sikkim,218
17-10-2021,Sikkim,219
18-10-2021,Sikkim,1534
19-10-2021,Sikkim,2187
20-10-2021,Sikkim,3459
21-10-2021,Sikkim,3867
22-10-2021,Sikkim,4334
23-10-2021,Sikkim,1063
24-10-2021,Sikkim,1
25-10-2021,Sikkim,4232
26-10-2021,Sikkim,2891
27-10-2021,Sikkim,578
28-10-2021,Sikkim,3026
29-10-2021,Sikkim,3242
30-10-2021,Sikkim,857
31-10-2021,Sikkim,0
16-01-2021,Tamil Nadu,1167
17-01-2021,Tamil Nadu,578
18-01-2021,Tamil Nadu,1116
19-01-2021,Tamil Nadu,3293
20-01-2021,Tamil Nadu,2906
21-01-2021,Tamil Nadu,6594
22-01-2021,Tamil Nadu,8005
23-01-2021,Tamil Nadu,7468
24-01-2021,Tamil Nadu,4017
25-01-2021,Tamil Nadu,6252
26-01-2021,Tamil Nadu,4914
27-01-2021,Tamil Nadu,7885
28-01-2021,Tamil Nadu,7095
29-01-2021,Tamil Nadu,5628
30-01-2021,Tamil Nadu,10016
31-01-2021,Tamil Nadu,875
01-02-2021,Tamil Nadu,7193
02-02-2021,Tamil Nadu,6092
03-02-2021,Tamil Nadu,7656
04-02-2021,Tamil Nadu,9154
05-02-2021,Tamil Nadu,8953
06-02-2021,Tamil Nadu,9524
07-02-2021,Tamil Nadu,908
08-02-2021,Tamil Nadu,11735
09-02-2021,Tamil Nadu,11891
10-02-2021,Tamil Nadu,11497
11-02-2021,Tamil Nadu,10956
12-02-2021,Tamil Nadu,11197
13-02-2021,Tamil Nadu,11305
14-02-2021,Tamil Nadu,597
15-02-2021,Tamil Nadu,8630
16-02-2021,Tamil Nadu,10867
17-02-2021,Tamil Nadu,11773
18-02-2021,Tamil Nadu,6675
19-02-2021,Tamil Nadu,21976
20-02-2021,Tamil Nadu,13485
21-02-2021,Tamil Nadu,614
22-02-2021,Tamil Nadu,10360
23-02-2021,Tamil Nadu,10735
24-02-2021,Tamil Nadu,9022
25-02-2021,Tamil Nadu,8291
26-02-2021,Tamil Nadu,11071
27-02-2021,Tamil Nadu,0
28-02-2021,Tamil Nadu,0
01-03-2021,Tamil Nadu,0
02-03-2021,Tamil Nadu,37634
03-03-2021,Tamil Nadu,42906
04-03-2021,Tamil Nadu,55103
05-03-2021,Tamil Nadu,76545
06-03-2021,Tamil Nadu,87461
07-03-2021,Tamil Nadu,26726
08-03-2021,Tamil Nadu,85851
09-03-2021,Tamil Nadu,1272
10-03-2021,Tamil Nadu,86744
11-03-2021,Tamil Nadu,85086
12-03-2021,Tamil Nadu,91253
13-03-2021,Tamil Nadu,90070
14-03-2021,Tamil Nadu,21667
15-03-2021,Tamil Nadu,97219
16-03-2021,Tamil Nadu,218340
17-03-2021,Tamil Nadu,157715
18-03-2021,Tamil Nadu,113781
19-03-2021,Tamil Nadu,119610
20-03-2021,Tamil Nadu,126219
21-03-2021,Tamil Nadu,47388
22-03-2021,Tamil Nadu,96810
23-03-2021,Tamil Nadu,132551
24-03-2021,Tamil Nadu,99558
25-03-2021,Tamil Nadu,104745
26-03-2021,Tamil Nadu,105572
27-03-2021,Tamil Nadu,104398
28-03-2021,Tamil Nadu,20989
29-03-2021,Tamil Nadu,94865
30-03-2021,Tamil Nadu,81507
31-03-2021,Tamil Nadu,75884
01-04-2021,Tamil Nadu,59877
02-04-2021,Tamil Nadu,81592
03-04-2021,Tamil Nadu,54985
04-04-2021,Tamil Nadu,39995
05-04-2021,Tamil Nadu,45203
06-04-2021,Tamil Nadu,32272
07-04-2021,Tamil Nadu,61178
08-04-2021,Tamil Nadu,120387
09-04-2021,Tamil Nadu,131522
10-04-2021,Tamil Nadu,132849
11-04-2021,Tamil Nadu,49387
12-04-2021,Tamil Nadu,165546
13-04-2021,Tamil Nadu,139098
14-04-2021,Tamil Nadu,90799
15-04-2021,Tamil Nadu,205660
16-04-2021,Tamil Nadu,213051
17-04-2021,Tamil Nadu,140208
18-04-2021,Tamil Nadu,41818
19-04-2021,Tamil Nadu,102514
20-04-2021,Tamil Nadu,78688
21-04-2021,Tamil Nadu,73500
22-04-2021,Tamil Nadu,110117
23-04-2021,Tamil Nadu,129875
24-04-2021,Tamil Nadu,122359
25-04-2021,Tamil Nadu,23158
26-04-2021,Tamil Nadu,132259
27-04-2021,Tamil Nadu,141400
28-04-2021,Tamil Nadu,115916
29-04-2021,Tamil Nadu,104549
30-04-2021,Tamil Nadu,101859
01-05-2021,Tamil Nadu,83828
02-05-2021,Tamil Nadu,15531
03-05-2021,Tamil Nadu,88829
04-05-2021,Tamil Nadu,75422
05-05-2021,Tamil Nadu,68396
06-05-2021,Tamil Nadu,100126
07-05-2021,Tamil Nadu,99642
08-05-2021,Tamil Nadu,67431
09-05-2021,Tamil Nadu,23653
10-05-2021,Tamil Nadu,106923
11-05-2021,Tamil Nadu,85786
12-05-2021,Tamil Nadu,88783
13-05-2021,Tamil Nadu,99903
14-05-2021,Tamil Nadu,58621
15-05-2021,Tamil Nadu,64136
16-05-2021,Tamil Nadu,14110
17-05-2021,Tamil Nadu,57524
18-05-2021,Tamil Nadu,48863
19-05-2021,Tamil Nadu,44423
20-05-2021,Tamil Nadu,42399
21-05-2021,Tamil Nadu,43185
22-05-2021,Tamil Nadu,51795
23-05-2021,Tamil Nadu,15185
24-05-2021,Tamil Nadu,82896
25-05-2021,Tamil Nadu,187095
26-05-2021,Tamil Nadu,250440
27-05-2021,Tamil Nadu,295592
28-05-2021,Tamil Nadu,308087
29-05-2021,Tamil Nadu,279111
30-05-2021,Tamil Nadu,99227
31-05-2021,Tamil Nadu,201856
01-06-2021,Tamil Nadu,144150
02-06-2021,Tamil Nadu,109167
03-06-2021,Tamil Nadu,271470
04-06-2021,Tamil Nadu,255579
05-06-2021,Tamil Nadu,142653
06-06-2021,Tamil Nadu,50620
07-06-2021,Tamil Nadu,66238
08-06-2021,Tamil Nadu,49810
09-06-2021,Tamil Nadu,43251
10-06-2021,Tamil Nadu,43622
11-06-2021,Tamil Nadu,67744
12-06-2021,Tamil Nadu,308272
13-06-2021,Tamil Nadu,217756
14-06-2021,Tamil Nadu,281700
15-06-2021,Tamil Nadu,137852
16-06-2021,Tamil Nadu,358113
17-06-2021,Tamil Nadu,291261
18-06-2021,Tamil Nadu,213562
19-06-2021,Tamil Nadu,350240
20-06-2021,Tamil Nadu,202501
21-06-2021,Tamil Nadu,405251
22-06-2021,Tamil Nadu,308126
23-06-2021,Tamil Nadu,221996
24-06-2021,Tamil Nadu,411631
25-06-2021,Tamil Nadu,430138
26-06-2021,Tamil Nadu,411484
27-06-2021,Tamil Nadu,131905
28-06-2021,Tamil Nadu,209451
29-06-2021,Tamil Nadu,279027
30-06-2021,Tamil Nadu,131661
01-07-2021,Tamil Nadu,217507
02-07-2021,Tamil Nadu,311454
03-07-2021,Tamil Nadu,465119
04-07-2021,Tamil Nadu,111033
05-07-2021,Tamil Nadu,173360
06-07-2021,Tamil Nadu,96664
07-07-2021,Tamil Nadu,76304
08-07-2021,Tamil Nadu,149141
09-07-2021,Tamil Nadu,92816
10-07-2021,Tamil Nadu,69205
11-07-2021,Tamil Nadu,85150
12-07-2021,Tamil Nadu,354115
13-07-2021,Tamil Nadu,337445
14-07-2021,Tamil Nadu,366841
15-07-2021,Tamil Nadu,182429
16-07-2021,Tamil Nadu,298310
17-07-2021,Tamil Nadu,353307
18-07-2021,Tamil Nadu,114711
19-07-2021,Tamil Nadu,252089
20-07-2021,Tamil Nadu,170439
21-07-2021,Tamil Nadu,174357
22-07-2021,Tamil Nadu,305058
23-07-2021,Tamil Nadu,326028
24-07-2021,Tamil Nadu,302786
25-07-2021,Tamil Nadu,107086
26-07-2021,Tamil Nadu,295998
27-07-2021,Tamil Nadu,296418
28-07-2021,Tamil Nadu,258621
29-07-2021,Tamil Nadu,337499
30-07-2021,Tamil Nadu,336757
31-07-2021,Tamil Nadu,376060
01-08-2021,Tamil Nadu,267382
02-08-2021,Tamil Nadu,319162
03-08-2021,Tamil Nadu,280903
04-08-2021,Tamil Nadu,295630
05-08-2021,Tamil Nadu,296295
06-08-2021,Tamil Nadu,322850
07-08-2021,Tamil Nadu,307742
08-08-2021,Tamil Nadu,151344
09-08-2021,Tamil Nadu,245208
10-08-2021,Tamil Nadu,215398
11-08-2021,Tamil Nadu,164159
12-08-2021,Tamil Nadu,138993
13-08-2021,Tamil Nadu,238982
14-08-2021,Tamil Nadu,367244
15-08-2021,Tamil Nadu,131436
16-08-2021,Tamil Nadu,327242
17-08-2021,Tamil Nadu,281099
18-08-2021,Tamil Nadu,256783
19-08-2021,Tamil Nadu,242330
20-08-2021,Tamil Nadu,140194
21-08-2021,Tamil Nadu,373822
22-08-2021,Tamil Nadu,218745
23-08-2021,Tamil Nadu,416908
24-08-2021,Tamil Nadu,373826
25-08-2021,Tamil Nadu,374020
26-08-2021,Tamil Nadu,504664
27-08-2021,Tamil Nadu,479016
28-08-2021,Tamil Nadu,482902
29-08-2021,Tamil Nadu,346588
30-08-2021,Tamil Nadu,504493
31-08-2021,Tamil Nadu,536048
01-09-2021,Tamil Nadu,505430
02-09-2021,Tamil Nadu,496208
03-09-2021,Tamil Nadu,520371
04-09-2021,Tamil Nadu,574725
05-09-2021,Tamil Nadu,359417
06-09-2021,Tamil Nadu,470185
07-09-2021,Tamil Nadu,445201
08-09-2021,Tamil Nadu,331821
09-09-2021,Tamil Nadu,318985
10-09-2021,Tamil Nadu,159606
11-09-2021,Tamil Nadu,212333
12-09-2021,Tamil Nadu,2040490
13-09-2021,Tamil Nadu,623023
14-09-2021,Tamil Nadu,503339
15-09-2021,Tamil Nadu,373259
16-09-2021,Tamil Nadu,323081
17-09-2021,Tamil Nadu,498491
18-09-2021,Tamil Nadu,141326
19-09-2021,Tamil Nadu,1442615
20-09-2021,Tamil Nadu,226519
21-09-2021,Tamil Nadu,153021
22-09-2021,Tamil Nadu,149749
23-09-2021,Tamil Nadu,191020
24-09-2021,Tamil Nadu,224305
25-09-2021,Tamil Nadu,228690
26-09-2021,Tamil Nadu,1989898
27-09-2021,Tamil Nadu,265994
28-09-2021,Tamil Nadu,236397
29-09-2021,Tamil Nadu,226393
30-09-2021,Tamil Nadu,335221
01-10-2021,Tamil Nadu,302497
02-10-2021,Tamil Nadu,177434
03-10-2021,Tamil Nadu,1448910
04-10-2021,Tamil Nadu,219321
05-10-2021,Tamil Nadu,195557
06-10-2021,Tamil Nadu,146523
07-10-2021,Tamil Nadu,167348
08-10-2021,Tamil Nadu,161203
09-10-2021,Tamil Nadu,140327
10-10-2021,Tamil Nadu,1764983
11-10-2021,Tamil Nadu,268270
12-10-2021,Tamil Nadu,179515
13-10-2021,Tamil Nadu,151181
14-10-2021,Tamil Nadu,56643
15-10-2021,Tamil Nadu,76876
16-10-2021,Tamil Nadu,208125
17-10-2021,Tamil Nadu,120735
18-10-2021,Tamil Nadu,321326
19-10-2021,Tamil Nadu,184591
20-10-2021,Tamil Nadu,156629
21-10-2021,Tamil Nadu,687521
22-10-2021,Tamil Nadu,164575
23-10-2021,Tamil Nadu,1766444
24-10-2021,Tamil Nadu,259000
25-10-2021,Tamil Nadu,186458
26-10-2021,Tamil Nadu,266549
27-10-2021,Tamil Nadu,163784
28-10-2021,Tamil Nadu,148907
29-10-2021,Tamil Nadu,131029
30-10-2021,Tamil Nadu,1275540
31-10-2021,Tamil Nadu,192654
16-01-2021,Telangana,317
17-01-2021,Telangana,120
18-01-2021,Telangana,2026
19-01-2021,Telangana,8706
20-01-2021,Telangana,122
21-01-2021,Telangana,6546
22-01-2021,Telangana,6993
23-01-2021,Telangana,1353
24-01-2021,Telangana,1646
25-01-2021,Telangana,22817
26-01-2021,Telangana,548
27-01-2021,Telangana,7112
28-01-2021,Telangana,20407
29-01-2021,Telangana,13705
30-01-2021,Telangana,2582
31-01-2021,Telangana,57
01-02-2021,Telangana,177
02-02-2021,Telangana,1179
03-02-2021,Telangana,6770
04-02-2021,Telangana,11464
05-02-2021,Telangana,6941
06-02-2021,Telangana,14389
07-02-2021,Telangana,248
08-02-2021,Telangana,20060
09-02-2021,Telangana,15023
10-02-2021,Telangana,14887
11-02-2021,Telangana,12482
12-02-2021,Telangana,8187
13-02-2021,Telangana,4855
14-02-2021,Telangana,819
15-02-2021,Telangana,18784
16-02-2021,Telangana,59675
17-02-2021,Telangana,916
18-02-2021,Telangana,33507
19-02-2021,Telangana,29867
20-02-2021,Telangana,1892
21-02-2021,Telangana,288
22-02-2021,Telangana,18795
23-02-2021,Telangana,1449
24-02-2021,Telangana,1652
25-02-2021,Telangana,21031
26-02-2021,Telangana,18695
27-02-2021,Telangana,0
28-02-2021,Telangana,0
01-03-2021,Telangana,0
02-03-2021,Telangana,7466
03-03-2021,Telangana,12059
04-03-2021,Telangana,24194
05-03-2021,Telangana,25396
06-03-2021,Telangana,32594
07-03-2021,Telangana,1571
08-03-2021,Telangana,38858
09-03-2021,Telangana,-136554
10-03-2021,Telangana,23163
11-03-2021,Telangana,3530
12-03-2021,Telangana,28844
13-03-2021,Telangana,16054
14-03-2021,Telangana,1756
15-03-2021,Telangana,30097
16-03-2021,Telangana,194456
17-03-2021,Telangana,123329
18-03-2021,Telangana,32679
19-03-2021,Telangana,28346
20-03-2021,Telangana,33014
21-03-2021,Telangana,3978
22-03-2021,Telangana,35804
23-03-2021,Telangana,37156
24-03-2021,Telangana,35052
25-03-2021,Telangana,41265
26-03-2021,Telangana,41633
27-03-2021,Telangana,36237
28-03-2021,Telangana,2099
29-03-2021,Telangana,12836
30-03-2021,Telangana,45005
31-03-2021,Telangana,36231
01-04-2021,Telangana,50687
02-04-2021,Telangana,66941
03-04-2021,Telangana,49914
04-04-2021,Telangana,44084
05-04-2021,Telangana,55970
06-04-2021,Telangana,38778
07-04-2021,Telangana,102409
08-04-2021,Telangana,107097
09-04-2021,Telangana,115065
10-04-2021,Telangana,161743
11-04-2021,Telangana,101261
12-04-2021,Telangana,130854
13-04-2021,Telangana,26111
14-04-2021,Telangana,134460
15-04-2021,Telangana,169224
16-04-2021,Telangana,180228
17-04-2021,Telangana,150182
18-04-2021,Telangana,7957
19-04-2021,Telangana,172338
20-04-2021,Telangana,139559
21-04-2021,Telangana,122544
22-04-2021,Telangana,209943
23-04-2021,Telangana,207275
24-04-2021,Telangana,191967
25-04-2021,Telangana,67641
26-04-2021,Telangana,215506
27-04-2021,Telangana,113028
28-04-2021,Telangana,142061
29-04-2021,Telangana,70716
30-04-2021,Telangana,167404
01-05-2021,Telangana,7360
02-05-2021,Telangana,267
03-05-2021,Telangana,28109
04-05-2021,Telangana,65593
05-05-2021,Telangana,79074
06-05-2021,Telangana,81478
07-05-2021,Telangana,80507
08-05-2021,Telangana,80388
09-05-2021,Telangana,2266
10-05-2021,Telangana,108674
11-05-2021,Telangana,92613
12-05-2021,Telangana,34270
13-05-2021,Telangana,39029
14-05-2021,Telangana,33741
15-05-2021,Telangana,185
16-05-2021,Telangana,-15
17-05-2021,Telangana,789
18-05-2021,Telangana,2078
19-05-2021,Telangana,3183
20-05-2021,Telangana,3394
21-05-2021,Telangana,813
22-05-2021,Telangana,2826
23-05-2021,Telangana,727
24-05-2021,Telangana,2844
25-05-2021,Telangana,59423
26-05-2021,Telangana,64072
27-05-2021,Telangana,50286
28-05-2021,Telangana,103184
29-05-2021,Telangana,110750
30-05-2021,Telangana,67368
31-05-2021,Telangana,79349
01-06-2021,Telangana,86551
02-06-2021,Telangana,75563
03-06-2021,Telangana,93851
04-06-2021,Telangana,107613
05-06-2021,Telangana,148669
06-06-2021,Telangana,118532
07-06-2021,Telangana,169878
08-06-2021,Telangana,180618
09-06-2021,Telangana,178064
10-06-2021,Telangana,180631
11-06-2021,Telangana,211361
12-06-2021,Telangana,214724
13-06-2021,Telangana,150256
14-06-2021,Telangana,186350
15-06-2021,Telangana,166054
16-06-2021,Telangana,178423
17-06-2021,Telangana,182895
18-06-2021,Telangana,180069
19-06-2021,Telangana,194799
20-06-2021,Telangana,104211
21-06-2021,Telangana,153647
22-06-2021,Telangana,158952
23-06-2021,Telangana,168013
24-06-2021,Telangana,211070
25-06-2021,Telangana,216769
26-06-2021,Telangana,244593
27-06-2021,Telangana,104130
28-06-2021,Telangana,223230
29-06-2021,Telangana,220347
30-06-2021,Telangana,196743
01-07-2021,Telangana,169001
02-07-2021,Telangana,182793
03-07-2021,Telangana,208293
04-07-2021,Telangana,16851
05-07-2021,Telangana,181816
06-07-2021,Telangana,136161
07-07-2021,Telangana,26365
08-07-2021,Telangana,113489
09-07-2021,Telangana,166666
10-07-2021,Telangana,122320
11-07-2021,Telangana,14735
12-07-2021,Telangana,180093
13-07-2021,Telangana,156417
14-07-2021,Telangana,94506
15-07-2021,Telangana,121654
16-07-2021,Telangana,185932
17-07-2021,Telangana,119138
18-07-2021,Telangana,12744
19-07-2021,Telangana,173599
20-07-2021,Telangana,48049
21-07-2021,Telangana,15285
22-07-2021,Telangana,182311
23-07-2021,Telangana,143580
24-07-2021,Telangana,167598
25-07-2021,Telangana,9260
26-07-2021,Telangana,147065
27-07-2021,Telangana,107310
28-07-2021,Telangana,17420
29-07-2021,Telangana,164860
30-07-2021,Telangana,129037
31-07-2021,Telangana,147245
01-08-2021,Telangana,108719
02-08-2021,Telangana,118377
03-08-2021,Telangana,119112
04-08-2021,Telangana,16656
05-08-2021,Telangana,141844
06-08-2021,Telangana,139278
07-08-2021,Telangana,106271
08-08-2021,Telangana,11079
09-08-2021,Telangana,120548
10-08-2021,Telangana,106404
11-08-2021,Telangana,50327
12-08-2021,Telangana,132443
13-08-2021,Telangana,157338
14-08-2021,Telangana,164399
15-08-2021,Telangana,5369
16-08-2021,Telangana,163911
17-08-2021,Telangana,141000
18-08-2021,Telangana,23318
19-08-2021,Telangana,140942
20-08-2021,Telangana,64805
21-08-2021,Telangana,97137
22-08-2021,Telangana,6622
23-08-2021,Telangana,129459
24-08-2021,Telangana,135548
25-08-2021,Telangana,49501
26-08-2021,Telangana,149137
27-08-2021,Telangana,146871
28-08-2021,Telangana,174290
29-08-2021,Telangana,53768
30-08-2021,Telangana,173057
31-08-2021,Telangana,118464
01-09-2021,Telangana,65790
02-09-2021,Telangana,187632
03-09-2021,Telangana,171769
04-09-2021,Telangana,193702
05-09-2021,Telangana,50085
06-09-2021,Telangana,187560
07-09-2021,Telangana,157456
08-09-2021,Telangana,61937
09-09-2021,Telangana,209565
10-09-2021,Telangana,8207
11-09-2021,Telangana,213216
12-09-2021,Telangana,29956
13-09-2021,Telangana,235390
14-09-2021,Telangana,230129
15-09-2021,Telangana,63777
16-09-2021,Telangana,434511
17-09-2021,Telangana,846875
18-09-2021,Telangana,317179
19-09-2021,Telangana,356898
20-09-2021,Telangana,410668
21-09-2021,Telangana,535834
22-09-2021,Telangana,157148
23-09-2021,Telangana,502755
24-09-2021,Telangana,470011
25-09-2021,Telangana,524240
